song_name,track_spotify_id,spotify_track_link,thumbnail_link,artist_name,artist_id,artist_link,acousticness,danceability,duration_ms,energy,speechiness,tempo,time_signature,valence,key,instrumentalness,liveness,loudness,mode,Romantic Ballad,Dance Pop,Sad Ballad,Folk Fusion,Classical Fusion,Qawwali,Sufi,Party Anthem,Patriotic,Rock Fusion,Item Number,Lyrical Rap,Devotional,Ghazal,Retro,Comedy,Motivational,Wedding,Festival
Hasi - Female Version,1cmZbGkCEVVAck2MsWpPYQ,https://open.spotify.com/track/1cmZbGkCEVVAck2MsWpPYQ,https://i.scdn.co/image/ab67616d0000b273b0f9ceb59927ab76fe6269be,Ami Mishra,5ugsiK49gIkIVh8U93EO0z,https://open.spotify.com/artist/5ugsiK49gIkIVh8U93EO0z,0.927,0.518,192187.0,0.484,0.0269,143.888,4.0,0.41,4.0,0.000466,0.159,-6.438,0.0,1.0,,,,,,,,,,,,,,,,,,
"Galliyan (From ""Ek Villain"")",517bz7zkWELmyL4eZzJ5R9,https://open.spotify.com/track/517bz7zkWELmyL4eZzJ5R9,https://i.scdn.co/image/ab67616d0000b273c8d81ccb980b57d373e91f62,Ankit Tiwari,0E02VcvA5p1ndkLdqWD5JB,https://open.spotify.com/artist/0E02VcvA5p1ndkLdqWD5JB,0.445,0.552,340400.0,0.75,0.039,89.999,4.0,0.4,10.0,7.37e-05,0.291,-5.215,0.0,1.0,,,,,,,,,,,,,,,,,,
Sunn Raha Hai (Male Version),5PvwPy5eRO8BPwpRzCHK3D,https://open.spotify.com/track/5PvwPy5eRO8BPwpRzCHK3D,https://i.scdn.co/image/ab67616d0000b2736404721c1943d5069f0805f3,Ankit Tiwari,0E02VcvA5p1ndkLdqWD5JB,https://open.spotify.com/artist/0E02VcvA5p1ndkLdqWD5JB,0.276,0.393,390223.0,0.641,0.0312,81.932,4.0,0.336,0.0,0.0,0.0958,-6.493,0.0,1.0,,,,,,,,,,,,,,,,,,
"Chahun Main Ya Naa (From ""Aashiqui 2"")",7Imk0IG6S5GA5iYWkjmMW5,https://open.spotify.com/track/7Imk0IG6S5GA5iYWkjmMW5,https://i.scdn.co/image/ab67616d0000b273808542d48ec7021a0577f4f5,Palak Muchhal,3yMmYEklQ7gLOZXEFNd3xr,https://open.spotify.com/artist/3yMmYEklQ7gLOZXEFNd3xr,0.521,0.644,304900.0,0.517,0.0273,106.906,4.0,0.259,9.0,3.27e-06,0.0905,-6.707,0.0,1.0,,,,,,,,,,,,,,,,,,
"Tum Hi Ho (From ""Aashiqui 2"")",7ouBSPZKQpm7zQz2leJXta,https://open.spotify.com/track/7ouBSPZKQpm7zQz2leJXta,https://i.scdn.co/image/ab67616d0000b2731aa5adad8593923dcdf1a7d0,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.788,0.529,261974.0,0.451,0.025,94.054,4.0,0.309,5.0,0.0,0.122,-6.25,0.0,1.0,,,,,,,,,,,,,,,,,,
Teri Meri,1HT0RzPuChHC1kWbIplHyw,https://open.spotify.com/track/1HT0RzPuChHC1kWbIplHyw,https://i.scdn.co/image/ab67616d0000b2736a2e7f7613210a6397e854f5,Rahat Fateh Ali Khan,3OLGltG8UPIea8sA4w0yg0,https://open.spotify.com/artist/3OLGltG8UPIea8sA4w0yg0,0.0661,0.401,325312.0,0.517,0.0481,128.451,4.0,0.471,2.0,0.0,0.202,-6.618,0.0,1.0,,,,,,,,,,,,,,,,,,
Tujh Mein Rab Dikhta Hai,2LcXJP95e4HKydTZ2mYfrx,https://open.spotify.com/track/2LcXJP95e4HKydTZ2mYfrx,https://i.scdn.co/image/ab67616d0000b2731555fec10000486f9331fbc8,Salim–Sulaiman,6ohaQzKaXrobAL8paLSaxq,https://open.spotify.com/artist/6ohaQzKaXrobAL8paLSaxq,0.315,0.56,281574.0,0.604,0.0866,84.784,4.0,0.75,8.0,1.12e-06,0.176,-8.732,1.0,1.0,,,,,,,,,,,,,,,,,,
Ambarsariya,4qRcjFkFqSpLBzcbLDt7HL,https://open.spotify.com/track/4qRcjFkFqSpLBzcbLDt7HL,https://i.scdn.co/image/ab67616d0000b2739701faf1c34cc355fd3cd3c0,Sona Mohapatra,5bv6NvAYNuvd2Vq13nHdG3,https://open.spotify.com/artist/5bv6NvAYNuvd2Vq13nHdG3,0.574,0.649,248182.0,0.458,0.0446,180.071,4.0,0.748,4.0,0.0,0.113,-7.632,0.0,1.0,,,,,,,,,,,,,,,,,,
Titli,0joXv5niso2T8YXWOlIe1X,https://open.spotify.com/track/0joXv5niso2T8YXWOlIe1X,https://i.scdn.co/image/ab67616d0000b273dfd1ddf5b8431d6fc5210d6c,Chinmayi,5UJ2sHO2ELrgW6aXeRLTQQ,https://open.spotify.com/artist/5UJ2sHO2ELrgW6aXeRLTQQ,0.685,0.679,350618.0,0.421,0.0344,81.012,4.0,0.65,7.0,6.81e-06,0.244,-9.13,0.0,1.0,,,,,,,,,,,,,,,,,,
"Manwa Laage (From ""Happy New Year"")",0gE4lSz8VwKkxzQB5hj1XE,https://open.spotify.com/track/0gE4lSz8VwKkxzQB5hj1XE,https://i.scdn.co/image/ab67616d0000b2737842884286c2e45e5c059c57,Shreya Ghoshal,0oOet2f43PA68X5RxKobEy,https://open.spotify.com/artist/0oOet2f43PA68X5RxKobEy,0.568,0.676,272083.0,0.671,0.0526,81.046,4.0,0.572,0.0,0.0,0.0885,-6.271,1.0,1.0,,,,,,,,,,,,,,,,,,
"Tose Naina (From ""Mickey Virus)",2fMlezwwP5Hr1UwuAknN4o,https://open.spotify.com/track/2fMlezwwP5Hr1UwuAknN4o,https://i.scdn.co/image/ab67616d0000b2732d2263486e48ab1b41ae2466,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.426,0.523,263549.0,0.561,0.0329,139.885,4.0,0.31,4.0,0.0,0.109,-6.474,1.0,1.0,,,,,,,,,,,,,,,,,,
Raabta (Kehte Hain Khuda Ne),11PgL2XjsTBszhAPqttBJS,https://open.spotify.com/track/11PgL2XjsTBszhAPqttBJS,https://i.scdn.co/image/ab67616d0000b273e810a88d506b30bdc0935247,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.866,0.69,289197.0,0.427,0.0269,110.938,4.0,0.459,4.0,0.0,0.11,-6.831,1.0,1.0,,,,,,,,,,,,,,,,,,
"Pee Loon (From ""Once Upon A Time In Mumbaai"")",5pKh7avN31GpBe4JKhXKmF,https://open.spotify.com/track/5pKh7avN31GpBe4JKhXKmF,https://i.scdn.co/image/ab67616d0000b273d8a66f3a861e2c32d16c4834,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.277,0.656,285687.0,0.721,0.0364,83.95,4.0,0.883,8.0,0.000139,0.188,-5.064,1.0,1.0,,,,,,,,,,,,,,,,,,
"Afeemi (From ""Meri Pyaari Bindu "")",6J31lR4ZqpRPAjOqzX5lCu,https://open.spotify.com/track/6J31lR4ZqpRPAjOqzX5lCu,https://i.scdn.co/image/ab67616d0000b273f2607ce870ebc75e030e0224,Sachin-Jigar,1mBydYMVBECdDmMfE2sEUO,https://open.spotify.com/artist/1mBydYMVBECdDmMfE2sEUO,0.788,0.587,249692.0,0.452,0.0462,87.985,4.0,0.548,7.0,0.0,0.129,-8.52,1.0,1.0,,,,,,,,,,,,,,,,,,
"Kesariya (From ""Brahmastra"")",6VBhH7CyP56BXjp8VsDFPZ,https://open.spotify.com/track/6VBhH7CyP56BXjp8VsDFPZ,https://i.scdn.co/image/ab67616d0000b273c08202c50371e234d20caf62,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.572,0.577,268165.0,0.574,0.0278,94.009,4.0,0.436,0.0,0.0,0.1,-6.525,1.0,,,,1.0,,,,,,,,,,,,,,,
Hum Nashe Mein Toh Nahin,5L70RGPJEdooqtrgR7vd6U,https://open.spotify.com/track/5L70RGPJEdooqtrgR7vd6U,https://i.scdn.co/image/ab67616d0000b273e556be74aa44d32fb822706f,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.643,0.572,238252.0,0.736,0.0658,85.035,4.0,0.778,11.0,0.0,0.128,-7.768,1.0,,,,,,,,,,,,,,1.0,,,,,
"Jaan Hai Meri (From ""Radhe Shyam"")",38TO59989lXAdlTJfEzGeg,https://open.spotify.com/track/38TO59989lXAdlTJfEzGeg,https://i.scdn.co/image/ab67616d0000b2731cdb3ff178075d02d369fcb0,Amaal Mallik,76fuWYgIf3TVIopTs3vaJ6,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,0.693,0.536,274947.0,0.623,0.0743,79.915,4.0,0.398,7.0,2.04e-06,0.137,-7.856,1.0,1.0,,,,,,,,,,,,,,,,,,
Rasiya,6zfvsbeuFKoWIdoRb3JdhA,https://open.spotify.com/track/6zfvsbeuFKoWIdoRb3JdhA,https://i.scdn.co/image/ab67616d0000b273913edcaccb2268647d0c495b,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.371,0.54,265063.0,0.796,0.0521,78.99,4.0,0.636,4.0,0.00165,0.11,-7.538,1.0,,,,1.0,,,,,,,,,,,,,,,
"Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")",2vPrBucKCfKmafHhSfJ2pt,https://open.spotify.com/track/2vPrBucKCfKmafHhSfJ2pt,https://i.scdn.co/image/ab67616d0000b27383e569e0fa43464cb8525561,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.138,0.772,216271.0,0.767,0.0381,122.024,4.0,0.866,0.0,0.0,0.557,-4.792,1.0,1.0,,,,,,,,,,,,,,,,,,
Tere Pyaar Mein,2ZD4aIEepqZsdxPxLSuUhm,https://open.spotify.com/track/2ZD4aIEepqZsdxPxLSuUhm,https://i.scdn.co/image/ab67616d0000b273fdd4cc7defb987b4c3aa2d9e,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.123,0.68,266095.0,0.753,0.0543,118.965,4.0,0.413,9.0,0.0,0.173,-5.492,0.0,1.0,,,,,,,,,,,,,,,,,,
Deva Deva,4SqPZorSDuUtvdJwVGeZRC,https://open.spotify.com/track/4SqPZorSDuUtvdJwVGeZRC,https://i.scdn.co/image/ab67616d0000b273913edcaccb2268647d0c495b,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.627,0.539,279107.0,0.729,0.0412,112.074,4.0,0.435,0.0,0.000941,0.128,-7.588,1.0,,,,,,,,,,,,,1.0,,,,,,
Bhool Bhulaiyaa 2 Title Track,2FZDNh6tm9mkZ9vTphuAh8,https://open.spotify.com/track/2FZDNh6tm9mkZ9vTphuAh8,https://i.scdn.co/image/ab67616d0000b273e556be74aa44d32fb822706f,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.0663,0.857,211667.0,0.893,0.0422,108.022,4.0,0.845,0.0,0.0,0.0335,-2.87,0.0,,,,,,,,1.0,,,,,,,,,,,
Bahara,1gwO79MdYdumgIjxq8eCxB,https://open.spotify.com/track/1gwO79MdYdumgIjxq8eCxB,https://i.scdn.co/image/ab67616d0000b2731992dd7b33baf5887ea4a1ec,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,0.0716,0.595,325707.0,0.739,0.0359,87.834,4.0,0.722,5.0,6.98e-06,0.134,-6.733,1.0,1.0,,,,,,,,,,,,,,,,,,
Tere Naina,7u5B4ptccyg8T7NPfByhE7,https://open.spotify.com/track/7u5B4ptccyg8T7NPfByhE7,https://i.scdn.co/image/ab67616d0000b2732e33f85b9e16a0659f3a0539,Shankar Mahadevan,1SJOL9HJ08YOn92lFcYf8a,https://open.spotify.com/artist/1SJOL9HJ08YOn92lFcYf8a,0.544,0.758,255721.0,0.377,0.0511,139.932,4.0,0.624,6.0,7.65e-05,0.0904,-10.224,0.0,1.0,,,,,,,,,,,,,,,,,,
Teri Ore,5aU0fpmu2sdYJVOHVHCz5s,https://open.spotify.com/track/5aU0fpmu2sdYJVOHVHCz5s,https://i.scdn.co/image/ab67616d0000b2731a62ae27c9f6aa78c929eb33,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.168,0.467,339644.0,0.791,0.0948,83.354,4.0,0.695,2.0,0.0,0.253,-4.678,1.0,1.0,,,,,,,,,,,,,,,,,,
Shukran Allah,3nKEiJUeaWn8q2O9I1xwlB,https://open.spotify.com/track/3nKEiJUeaWn8q2O9I1xwlB,https://i.scdn.co/image/ab67616d0000b273d976f08a9feba38efcafb5ff,Salim–Sulaiman,6ohaQzKaXrobAL8paLSaxq,https://open.spotify.com/artist/6ohaQzKaXrobAL8paLSaxq,0.732,0.432,290053.0,0.695,0.111,116.153,3.0,0.513,1.0,0.0014,0.274,-8.022,1.0,1.0,,,,,,,,,,,,,,,,,,
"Khabar Nahi (From ""Dostana"")",60wChq5hXsfkmdlMEhCZYI,https://open.spotify.com/track/60wChq5hXsfkmdlMEhCZYI,https://i.scdn.co/image/ab67616d0000b27310e658711a3450eaae6b8cdc,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,0.153,0.622,259120.0,0.758,0.11,90.951,4.0,0.436,7.0,0.0,0.0622,-6.641,1.0,,1.0,,,,,,,,,,,,,,,,,
Jab Mila Tu,6Sp7azay1NZU4wxlFacWCl,https://open.spotify.com/track/6Sp7azay1NZU4wxlFacWCl,https://i.scdn.co/image/ab67616d0000b2731992dd7b33baf5887ea4a1ec,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,0.0482,0.626,251853.0,0.561,0.0304,167.916,4.0,0.794,9.0,0.0,0.304,-6.644,0.0,,1.0,,,,,,,,,,,,,,,,,
Tum Mile - Love Reprise,4TobDQpylJNxkXMH1QUvTp,https://open.spotify.com/track/4TobDQpylJNxkXMH1QUvTp,https://i.scdn.co/image/ab67616d0000b273bcb8ec035de7b2dda0f74660,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.777,0.589,303320.0,0.626,0.0273,114.915,4.0,0.443,0.0,1.97e-06,0.13,-5.684,1.0,1.0,,,,,,,,,,,,,,,,,,
Ilahi,5cgKosPPj5Cs9a2JQufUc1,https://open.spotify.com/track/5cgKosPPj5Cs9a2JQufUc1,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.166,0.593,228982.0,0.967,0.0907,131.988,4.0,0.452,9.0,2.54e-05,0.105,-5.767,1.0,,,,1.0,,,,,,,,,,,,,,,
"Halka Halka (From ""Fanney Khan"")",44O26Gv1wQrlUj14PpTolM,https://open.spotify.com/track/44O26Gv1wQrlUj14PpTolM,https://i.scdn.co/image/ab67616d0000b2734799fd746fd2bb45ae9952f3,Sunidhi Chauhan,3eDT9fwXKuHWFvgZaaYC5v,https://open.spotify.com/artist/3eDT9fwXKuHWFvgZaaYC5v,0.0495,0.691,247382.0,0.796,0.0387,127.985,4.0,0.541,7.0,0.0,0.333,-4.778,1.0,1.0,,,,,,,,,,,,,,,,,,
Khairiyat,5O932cZmzOZGOGZz9RHx20,https://open.spotify.com/track/5O932cZmzOZGOGZz9RHx20,https://i.scdn.co/image/ab67616d0000b273eaa6b4bfb5954ee5a5a8ce9e,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.697,0.534,280282.0,0.481,0.0412,124.914,4.0,0.293,0.0,0.0,0.142,-9.016,0.0,,,1.0,,,,,,,,,,,,,,,,
"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",1NX33DecZrq4ZUGDc47AfN,https://open.spotify.com/track/1NX33DecZrq4ZUGDc47AfN,https://i.scdn.co/image/ab67616d0000b2731aa5adad8593923dcdf1a7d0,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.341,0.566,264806.0,0.541,0.0306,83.939,4.0,0.31,10.0,4.45e-06,0.102,-5.525,1.0,1.0,,,,,,,,,,,,,,,,,,
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",57jOEZtoLQK4zF2x55bdkp,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp,https://i.scdn.co/image/ab67616d0000b2739c48ffd6b1a9a43b9a74c66c,Rochak Kohli,3dN9MQpjIyNxyeRfz4EDZe,https://open.spotify.com/artist/3dN9MQpjIyNxyeRfz4EDZe,0.585,0.718,200992.0,0.382,0.0466,87.029,4.0,0.499,7.0,0.0,0.128,-8.237,1.0,1.0,,,,,,,,,,,,,,,,,,
Khulke Jeene Ka,1XFZMenJ30FfGOsj8X5sqf,https://open.spotify.com/track/1XFZMenJ30FfGOsj8X5sqf,https://i.scdn.co/image/ab67616d0000b273f3582107f127c2765fafb431,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,0.566,0.676,246742.0,0.544,0.0568,88.969,4.0,0.533,7.0,0.0,0.341,-10.893,1.0,1.0,,,,,,,,,,,,,,,,,,
Dil Bechara,4UJkUnfEEL8B2JZ1OQfYOO,https://open.spotify.com/track/4UJkUnfEEL8B2JZ1OQfYOO,https://i.scdn.co/image/ab67616d0000b273f3582107f127c2765fafb431,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,0.159,0.883,163426.0,0.334,0.0426,106.02,4.0,0.747,2.0,0.000158,0.12,-10.651,0.0,,,1.0,,,,,,,,,,,,,,,,
Haan Main Galat,0MLZAgKQKHbPsJ12qHS860,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860,https://i.scdn.co/image/ab67616d0000b273095191f6b96fd9eff585befc,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.125,0.683,218644.0,0.737,0.0502,117.996,4.0,0.919,0.0,0.0105,0.103,-5.66,1.0,,1.0,,,,,,,,,,,,,,,,,
Fikar Not,330vcLQSoOetyGLe426JSU,https://open.spotify.com/track/330vcLQSoOetyGLe426JSU,https://i.scdn.co/image/ab67616d0000b273eaa6b4bfb5954ee5a5a8ce9e,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.375,0.609,189073.0,0.849,0.0859,185.889,3.0,0.869,5.0,0.0019,0.058,-6.826,0.0,,,,,,,,1.0,,,,,,,,,,,
Mera Naam Kizie,4KDh7R28qyCOACE3VmdIg2,https://open.spotify.com/track/4KDh7R28qyCOACE3VmdIg2,https://i.scdn.co/image/ab67616d0000b273f3582107f127c2765fafb431,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,0.125,0.693,244286.0,0.56,0.0329,97.983,4.0,0.639,10.0,0.00172,0.0684,-11.726,1.0,1.0,,,,,,,,,,,,,,,,,,
Woh Din (Film Version),6Nqg57G2JkMimLblrb1TY5,https://open.spotify.com/track/6Nqg57G2JkMimLblrb1TY5,https://i.scdn.co/image/ab67616d0000b273eaa6b4bfb5954ee5a5a8ce9e,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.545,0.66,312820.0,0.675,0.0366,81.498,4.0,0.632,0.0,1.93e-05,0.145,-7.764,1.0,,,,,,,,,,,,,,,1.0,,,,
"Ghungroo (From ""War"")",1Ef0TmgS1QrVO6tKHrMMmH,https://open.spotify.com/track/1Ef0TmgS1QrVO6tKHrMMmH,https://i.scdn.co/image/ab67616d0000b273825ae4fbebb64fd9f4fd7de1,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,0.0738,0.695,302935.0,0.729,0.0322,118.028,4.0,0.872,6.0,0.000182,0.533,-6.274,0.0,,1.0,,,,,,,,,,,,,,,,,
Kal Ki Hi Baat Hai,1nl7j1l4X0OHg9L4YytAa6,https://open.spotify.com/track/1nl7j1l4X0OHg9L4YytAa6,https://i.scdn.co/image/ab67616d0000b273eaa6b4bfb5954ee5a5a8ce9e,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.973,0.562,240534.0,0.368,0.027,107.914,4.0,0.25,1.0,0.000164,0.105,-9.198,1.0,1.0,,,,,,,,,,,,,,,,,,
Woh Din,5qtEWwRUX3GKgpWwDQf9SA,https://open.spotify.com/track/5qtEWwRUX3GKgpWwDQf9SA,https://i.scdn.co/image/ab67616d0000b273eaa6b4bfb5954ee5a5a8ce9e,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.503,0.652,258036.0,0.681,0.0379,81.489,4.0,0.677,0.0,8.2e-06,0.181,-7.565,1.0,1.0,,,,,,,,,,,,,,,,,,
"Thodi Jagah (From ""Marjaavaan"")",3f0wz6zcA7XkQiGm0qNF5r,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r,https://i.scdn.co/image/ab67616d0000b273f38fe9999b084f9d187b8534,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.632,0.621,218048.0,0.467,0.0273,107.164,4.0,0.227,0.0,0.0,0.0888,-4.835,0.0,,,1.0,,,,,,,,,,,,,,,,
Dil Diyan Gallan,5MnAi6ZF7cE8pAz7wYr9Ta,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta,https://i.scdn.co/image/ab67616d0000b273576521b1bf3ec2fd7fdfcbd5,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,0.565,0.716,260537.0,0.64,0.025,105.012,4.0,0.485,2.0,0.00139,0.127,-8.726,1.0,1.0,,,,,,,,,,,,,,,,,,
"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",5b7u3idwfY2LyqMQlCwscm,https://open.spotify.com/track/5b7u3idwfY2LyqMQlCwscm,https://i.scdn.co/image/ab67616d0000b273d9d83404d14fae34869125b7,Palak Muchhal,3yMmYEklQ7gLOZXEFNd3xr,https://open.spotify.com/artist/3yMmYEklQ7gLOZXEFNd3xr,0.868,0.533,241449.0,0.431,0.0369,108.025,4.0,0.19,5.0,2.53e-05,0.127,-8.937,1.0,1.0,,,,,,,,,,,,,,,,,,
"Sunn Raha Hai (From ""Aashiqui 2"")",2FuBp0an5XqemYSwbbOryU,https://open.spotify.com/track/2FuBp0an5XqemYSwbbOryU,https://i.scdn.co/image/ab67616d0000b2737842884286c2e45e5c059c57,Shreya Ghoshal,0oOet2f43PA68X5RxKobEy,https://open.spotify.com/artist/0oOet2f43PA68X5RxKobEy,0.703,0.482,314700.0,0.595,0.0289,82.066,4.0,0.482,9.0,0.000203,0.136,-5.336,0.0,1.0,,,,,,,,,,,,,,,,,,
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",2Fv2injs4qAm8mJBGaxVKU,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU,https://i.scdn.co/image/ab67616d0000b273ba03ff79dad25f7c3542382f,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.736,0.427,284780.0,0.396,0.0366,70.368,4.0,0.306,11.0,0.0,0.11,-7.556,1.0,1.0,,,,,,,,,,,,,,,,,,
"Tere Bin (From ""Simmba"")",4f5kLqyOJ5ZPnalEVMQrB2,https://open.spotify.com/track/4f5kLqyOJ5ZPnalEVMQrB2,https://i.scdn.co/image/ab67616d0000b273a44243531404997d687bb415,Rahat Fateh Ali Khan,3OLGltG8UPIea8sA4w0yg0,https://open.spotify.com/artist/3OLGltG8UPIea8sA4w0yg0,0.268,0.649,230948.0,0.716,0.0384,86.949,4.0,0.639,7.0,4.51e-06,0.603,-3.936,1.0,1.0,,,,,,,,,,,,,,,,,,
Dekhte Dekhte,1scGwkyXNCl19wrBDhnAWg,https://open.spotify.com/track/1scGwkyXNCl19wrBDhnAWg,https://i.scdn.co/image/ab67616d0000b273d43017a1e837396edbace767,Atif Aslam,2oSONSC9zQ4UonDKnLqksx,https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx,0.424,0.799,256271.0,0.828,0.0782,105.04,4.0,0.627,9.0,0.0,0.145,-4.846,0.0,1.0,,,,,,,,,,,,,,,,,,
"Chashni (From ""Bharat"")",5X5db3FrBOHbibrFKA02MQ,https://open.spotify.com/track/5X5db3FrBOHbibrFKA02MQ,https://i.scdn.co/image/ab67616d0000b273201f237131d85ec662121610,Abhijeet Srivastava,4FJhE5ToBQGzOGf0D5Xd1C,https://open.spotify.com/artist/4FJhE5ToBQGzOGf0D5Xd1C,0.495,0.756,265995.0,0.52,0.0341,119.92,4.0,0.684,6.0,0.0,0.0901,-8.642,1.0,1.0,,,,,,,,,,,,,,,,,,
"Mere Naam Tu (From ""Zero"")",5H3z9m3njodfExlWBeaFg7,https://open.spotify.com/track/5H3z9m3njodfExlWBeaFg7,https://i.scdn.co/image/ab67616d0000b273166b3c71f1338a5b72966ad8,Abhay Jodhpurkar,27rK4pP0VMqWiRe7pamKe5,https://open.spotify.com/artist/27rK4pP0VMqWiRe7pamKe5,0.699,0.382,338593.0,0.398,0.0369,179.697,3.0,0.315,1.0,0.000207,0.111,-10.026,0.0,1.0,,,,,,,,,,,,,,,,,,
Jab Koi Baat - Recreated,43GfQ1SC17rBWiHkOtdwK8,https://open.spotify.com/track/43GfQ1SC17rBWiHkOtdwK8,https://i.scdn.co/image/ab67616d0000b27351355012b28a85b3945920c8,Atif Aslam,2oSONSC9zQ4UonDKnLqksx,https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx,0.47,0.667,192229.0,0.621,0.0271,106.032,4.0,0.451,5.0,4.15e-05,0.13,-5.697,1.0,1.0,,,,,,,,,,,,,,,,,,
In Dino,6YycppSAeGtSvwmu8qCcr2,https://open.spotify.com/track/6YycppSAeGtSvwmu8qCcr2,https://i.scdn.co/image/ab67616d0000b273970e7d9a98d483f24a3345b6,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.513,0.41,397027.0,0.633,0.0378,101.461,4.0,0.344,0.0,0.0,0.116,-6.989,1.0,1.0,,,,,,,,,,,,,,,,,,
